 Rate.db Rowid, Rate.rr Step, Rate.rr Next Step, Rate.rr Desc, Rate.rr Online Desc, Rate.rr Edition, Rate.rr Issue, Rate.rr Length, Rate.rr Len Type, Rate.rr Zone, Rate.rr Del Meth, Rate.rr Allow Pc, Rate.rr Pay Meth, Rate.rr Easypay Meth, Rate.rr Act Ind, Rate.rr Inact Date, Rate.rr Ssm Allow, Rate.rr Taxable, Rate.rr Kiosk, Rate.rr Visible, Rate.rr Econtent Allow, Rate.rr Promo Gl Account, Rate.rr Abc Zone, Rate.rr New Grace Pol, Rate.rr New Warn, Rate.rr New Cc, Rate.rr New Stop, Rate.rr New Bal Max, Rate.rr Renew Bal Max, Rate.rr Renew Grace Pol, Rate.rr Renew Warn, Rate.rr Renew Cc, Rate.rr Renew Stop, Rate.rr Arrears1, Rate.rr Arrears1 Days, Rate.rr Arrears2, Rate.rr Arrears2 Days, Rate.rr Arrears3, Rate.rr Arrears3 Days, Rate.rr Renew1, Rate.rr Renew1 Days, Rate.rr Renew2, Rate.rr Renew2 Days, Rate.rr Renew3, Rate.rr Renew3 Days, Rate.rr Alt Issue, Rate.rr Alt Del Meth, Rate.rr Alt Abc Zone, Rate.rr Sun Rev Account, Rate.rr Mon Rev Account, Rate.rr Tue Rev Account, Rate.rr Wed Rev Account, Rate.rr Thu Rev Account, Rate.rr Fri Rev Account, Rate.rr Sat Rev Account, Sub Rate Id, Effective Date, Deliv Exp, Net, Full Rate, Sun Net, Mon Net, Tue Net, Wed Net, Thu Net, Fri Net, Sat Net, Act Fee
126,0,0,MAIL . OUT COUNTY,THE JOURNAL 1 YEAR,TJ,5D,1,Y,PO06,M,Y,P,N,N,8/7/25,N,N,N,Y,Y,20,0,S,1,0,0,0,0,S,1,0,0,Y,1,N,14,N,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,174,9/15/18,0,189.99,189.99,0,0,0.7307,0.7307,0.7307,0.7307,0.7307,0
125,0,0,MAIL . IN COUNTY,THE JOURNAL 1 YEAR,TJ,5D,1,Y,PO01,M,Y,P,N,N,8/7/25,N,N,N,Y,Y,20,0,S,1,0,0,0,0,S,1,0,0,Y,1,N,14,N,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,175,9/15/18,0,189.99,189.99,0,0,0.7307,0.7307,0.7307,0.7307,0.7307,0
114,0,0,EZPAY Subscription,THE JOURNAL 1 MONTH AUTO RENEW,TJ,5D,1,M,CD14,C,Y,P,E,N,,N,N,N,Y,N,20,0,S,1,0,7,15,15,S,1,0,7,N,1,N,14,N,28,N,41,N,10,N,0,,N,0,,,,,,,,176,9/13/18,0,11.49,11.49,0,0,0.522,0.522,0.522,0.522,0.522,0
124,0,0,MAIL . OUT COUNTY,THE JOURNAL 6 MONTH,TJ,5D,6,M,CD01,M,Y,P,N,N,8/7/25,N,N,N,Y,Y,20,0,S,1,0,0,0,0,S,1,0,0,Y,1,N,14,N,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,177,9/15/18,0,104.99,104.99,0,0,0.8076,0.8076,0.8076,0.8076,0.8076,0
123,0,0,MAIL . IN COUNTY,THE JOURNAL 6 MONTH,TJ,5D,6,M,PO01,M,Y,P,N,N,8/7/25,N,N,N,Y,Y,20,0,S,1,0,0,0,0,S,1,0,0,Y,1,N,14,N,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,178,9/15/18,0,104.99,104.99,0,0,0.8076,0.8076,0.8076,0.8076,0.8076,0
122,0,0,MAIL . OUT COUNTY,THE JOURNAL 3 MONTH,TJ,5D,3,M,PO02,M,Y,P,N,N,7/28/25,N,N,N,Y,Y,20,0,S,1,0,0,0,0,S,1,0,0,Y,1,N,14,N,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,179,9/15/18,0,54.99,54.99,0,0,0.846,0.846,0.846,0.846,0.846,0
113,0,0,1-Month Subscription,THE JOURNAL 1 MONTH,TJ,5D,1,M,CD13,C,Y,P,E,N,8/7/25,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,180,9/13/18,0,16.99,16.99,0,0,0.772,0.772,0.772,0.772,0.772,0
130,0,0,1 MO INTERNET ONLY,THE JOURNAL 1 MONTH,TJ,5D,1,M,OL01,I,Y,P,E,N,8/7/25,N,N,N,Y,N,60,42,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,181,9/15/18,0,16.99,16.99,0,0,0.7723,0.7723,0.7723,0.7723,0.7723,0
112,0,0,3 MO ONLINE-CD12,THE JOURNAL 3 MONTH,TJ,5D,3,M,CD12,C,Y,P,N,N,8/7/25,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,182,9/15/18,0,29.99,29.99,0,0,0.4614,0.4614,0.4614,0.4614,0.4614,0
116,0,0,PAYPAL CARRIER DELIVERED,THE JOURNAL 1 MONTH,TJ,5D,1,M,CD16,C,Y,P,N,N,7/28/25,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,184,9/15/18,0,11.49,11.49,0,0,0.5223,0.5223,0.5223,0.5223,0.5223,0
138,0,0,PAYPAL INTERNET,PAYPAL INTERNET,TJ,5D,1,M,PPOL,I,Y,P,N,N,10/20/15,N,N,N,N,N,20,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,185,9/15/18,0,11.49,11.49,0,0,0.5223,0.5223,0.5223,0.5223,0.5223,0
141,0,0,1 Year Online Only,THE JOURNAL 1 YEAR,TJ,5D,1,Y,1YON,I,Y,P,N,Y,,N,N,N,Y,N,20,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,186,9/13/18,0,129.99,129.99,0,0,0.5,0.5,0.5,0.5,0.5,0
136,0,0,EZ Pay Monthly Online Only,THE JOURNAL 1 MONTH AUTO RENEW,TJ,5D,1,M,EZIN,I,Y,P,E,Y,,N,N,N,Y,N,20,0,S,0,0,7,0,0,S,0,0,7,N,3,N,10,N,17,N,20,N,13,N,6,,N,0,,,,,,,,187,9/14/18,0,11.49,11.49,0,0,0.52222,0.52222,0.52222,0.52222,0.52222,0
151,0,0,6-Month Online Only,THE JOURNAL 6 MONTH,TJ,5D,6,M,CD01,I,Y,P,N,N,,N,N,N,Y,N,20,0,S,0,0,7,0,0,S,0,0,7,Y,1,Y,14,Y,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,188,9/14/18,0,69.99,69.99,0,0,0.53838,0.53838,0.53838,0.53838,0.53838,0
150,0,0,1-Month Online Only,THE JOURNAL 1 MONTH,TJ,5D,1,M,CD01,I,Y,P,E,N,,N,Y,N,Y,N,20,0,S,0,0,7,0,0,S,0,0,7,Y,1,Y,14,Y,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,189,9/14/18,0,16.99,16.99,0,0,0.77227,0.77227,0.77227,0.77227,0.77227,0
166,0,0,EZ PAY MAIL *DO NOT USE,THE JOURNAL 1 MONTH,TJ,5D,1,M,34,M,Y,P,N,N,8/7/25,N,Y,N,Y,N,1,34,S,0,0,20,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,195,1/10/19,0,11.49,11.49,0,0,1.649,1.649,1.649,1.649,1.649,0
176,0,0,3 MOS. COMP - WESTMINSTER & KEOWEE,THE JOURNAL 3 MONTH,TJ,5D,3,M,20,C,Y,CO,N,Y,8/7/25,N,Y,Y,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,207,3/26/19,0,39.99,39.99,0,0,0.615,0.615,0.615,0.615,0.615,0
176,0,0,3 MOS. COMP - WESTMINSTER & KEOWEE,THE JOURNAL 3 MONTH,TJ,5D,3,M,20,C,Y,CO,N,Y,8/7/25,N,Y,Y,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,208,11/11/19,0,46.5,46.5,0,0,0.7153846,0.7153846,0.7153846,0.7153846,0.7153846,0
109,0,0,3-Month Subscription,THE JOURNAL 3 MONTH,TJ,5D,3,M,CD01,C,Y,P,N,N,8/7/25,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,209,11/11/19,0,46.5,46.5,0,0,0.715385,0.715385,0.715385,0.715385,0.715385,0
107,0,0,6-Month Subscription,THE JOURNAL 6 MONTH,TJ,5D,6,M,CD01,C,Y,P,N,N,,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,210,11/11/19,0,80.75,80.75,0,0,0.62115383,0.62115383,0.62115383,0.62115383,0.62115383,0
101,0,0,1 Year Subscription,THE JOURNAL 1 YEAR,TJ,5D,1,Y,CD01,C,Y,P,N,N,,N,N,N,N,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,3,N,14,N,28,Y,41,Y,21,Y,7,,N,0,,,,,,,,211,11/11/19,0,149.99,149.99,0,0,0.576885,0.576885,0.576885,0.576885,0.576885,0
102,1,412,SPECIAL-CD03,THE JOURNAL 1 YEAR,TJ,5D,1,Y,CD02,C,Y,P,N,N,8/7/25,N,N,N,N,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,212,11/11/19,0,149.99,149.99,0,0,0.5768846,0.5768846,0.5768846,0.5768846,0.5768846,0
103,1,102,SPECIAL-CD03,THE JOURNAL 1 YEAR,TJ,5D,1,Y,CD03,C,Y,P,N,N,8/7/25,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,213,11/11/19,0,149.99,149.99,0,0,0.5768846,0.5768846,0.5768846,0.5768846,0.5768846,0
104,1,103,SPECIAL-CD04,THE JOURNAL 1 YEAR,TJ,5D,1,Y,CD04,C,Y,P,N,N,8/7/25,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,214,11/11/19,0,149.99,149.99,0,0,0.5768846,0.5768846,0.5768846,0.5768846,0.5768846,0
105,1,104,SPECIAL-CD05,THE JOURNAL 1 YEAR,TJ,5D,1,Y,CD05,C,Y,P,N,N,8/7/25,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,215,11/11/19,0,149.99,149.99,0,0,0.5768846,0.5768846,0.5768846,0.5768846,0.5768846,0
106,0,0,SPECIAL-CD06,SPECIAL-CD06,TJ,5D,1,Y,CD06,C,Y,P,N,N,7/31/18,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,216,11/11/19,0,149.99,149.99,0,0,0.5768846,0.5768846,0.5768846,0.5768846,0.5768846,0
157,1,104,"Special $59, 1-yr Subscription",THE JOURNAL 1 YEAR,TJ,5D,1,Y,CD08,C,Y,P,N,Y,11/29/17,N,N,N,Y,N,20,0,S,0,0,7,0,0,S,0,0,7,Y,1,Y,14,Y,28,Y,30,Y,14,Y,7,,N,0,,,,,,,,217,11/11/19,0,149.99,149.99,0,0,0.5768846,0.5768846,0.5768846,0.5768846,0.5768846,0
114,0,0,EZPAY Subscription,THE JOURNAL 1 MONTH AUTO RENEW,TJ,5D,1,M,CD14,C,Y,P,E,N,,N,N,N,Y,N,20,0,S,1,0,7,15,15,S,1,0,7,N,1,N,14,N,28,N,41,N,10,N,0,,N,0,,,,,,,,218,11/11/19,0,12.99,12.99,0,0,0.599538,0.599538,0.599538,0.599538,0.599538,0
141,0,0,1 Year Online Only,THE JOURNAL 1 YEAR,TJ,5D,1,Y,1YON,I,Y,P,N,Y,,N,N,N,Y,N,20,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,219,11/11/19,0,149.99,149.99,0,0,0.576885,0.576885,0.576885,0.576885,0.576885,0
149,0,0,3-Month Online Only,THE JOURNAL 3 MONTH,TJ,5D,3,M,CD01,I,Y,P,N,N,,N,Y,N,Y,N,20,0,S,0,0,7,0,0,S,0,0,7,Y,1,Y,14,Y,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,220,11/11/19,0,46.5,46.5,0,0,0.715385,0.715385,0.715385,0.715385,0.715385,0
151,0,0,6-Month Online Only,THE JOURNAL 6 MONTH,TJ,5D,6,M,CD01,I,Y,P,N,N,,N,N,N,Y,N,20,0,S,0,0,7,0,0,S,0,0,7,Y,1,Y,14,Y,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,221,11/11/19,0,80.75,80.75,0,0,0.62115383,0.62115383,0.62115383,0.62115383,0.62115383,0
136,0,0,EZ Pay Monthly Online Only,THE JOURNAL 1 MONTH AUTO RENEW,TJ,5D,1,M,EZIN,I,Y,P,E,Y,,N,N,N,Y,N,20,0,S,0,0,7,0,0,S,0,0,7,N,3,N,10,N,17,N,20,N,13,N,6,,N,0,,,,,,,,222,11/11/19,0,12.99,12.99,0,0,0.599538,0.599538,0.599538,0.599538,0.599538,0
124,0,0,MAIL . OUT COUNTY,THE JOURNAL 6 MONTH,TJ,5D,6,M,CD01,M,Y,P,N,N,8/7/25,N,N,N,Y,Y,20,0,S,1,0,0,0,0,S,1,0,0,Y,1,N,14,N,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,223,11/11/19,0,219,219,0,0,0.8423077,0.8423077,0.8423077,0.8423077,0.8423077,0
123,0,0,MAIL . IN COUNTY,THE JOURNAL 6 MONTH,TJ,5D,6,M,PO01,M,Y,P,N,N,8/7/25,N,N,N,Y,Y,20,0,S,1,0,0,0,0,S,1,0,0,Y,1,N,14,N,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,224,11/11/19,0,219,219,0,0,0.842308,0.842308,0.842308,0.842308,0.842308,0
125,0,0,MAIL . IN COUNTY,THE JOURNAL 1 YEAR,TJ,5D,1,Y,PO01,M,Y,P,N,N,8/7/25,N,N,N,Y,Y,20,0,S,1,0,0,0,0,S,1,0,0,Y,1,N,14,N,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,225,11/11/19,0,219,219,0,0,0.8423077,0.8423077,0.8423077,0.8423077,0.8423077,0
126,0,0,MAIL . OUT COUNTY,THE JOURNAL 1 YEAR,TJ,5D,1,Y,PO06,M,Y,P,N,N,8/7/25,N,N,N,Y,Y,20,0,S,1,0,0,0,0,S,1,0,0,Y,1,N,14,N,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,226,11/11/19,0,219,219,0,0,0.8423077,0.8423077,0.8423077,0.8423077,0.8423077,0
187,0,0,1 YEAR ADJUSTED DO NOT USE,THE JOURNAL 1 YEAR,TJ,5D,1,Y,CD03,C,Y,P,N,N,8/7/25,N,Y,Y,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,227,11/14/19,0,129.99,129.99,0,0,0.5,0.5,0.5,0.5,0.5,0
188,0,0,6 MONTH ADJUSTED DO NOT USE,DO NOT USE,TJ,5D,6,M,CD03,C,Y,P,N,N,2/1/20,N,Y,Y,N,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,228,11/14/19,0,69.99,69.99,0,0,0.54,0.54,0.54,0.54,0.54,0
189,0,0,3 MONTH ADJUSTED DO NOT USE,THE JOURNAL 3 MONTH,TJ,5D,3,M,CD04,C,Y,P,N,N,8/7/25,N,Y,Y,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,229,11/14/19,0,39.99,39.99,0,0,0.615,0.615,0.615,0.615,0.615,0
196,0,0,Fayette News Annual,THE FAYETTE NEWS 1 YEAR,FN,FN,1,Y,IC,M,Y,P,N,Y,,N,N,Y,Y,N,FNSU,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,FNSU,FNSU,FNSU,FNSU,FNSU,FNSU,FNSU,237,1/15/20,0,40,40,0,0,0,0.76923,0,0,0,0
197,0,0,FN Senior Rate,THE FAYETTE NEWS 52 WEEK,FN,FN,52,W,MAIL,M,Y,P,N,Y,,N,Y,Y,Y,N,FNSU,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,FNSU,FNSU,FNSU,FNSU,FNSU,FNSU,FNSU,238,1/27/20,0,36,36,0,0,0,0.6923,0,0,0,0
206,0,0,FAYETTE NEWS 2 YEAR,THE FAYETTE NEWS 104 WEEK,FN,FN,104,W,IC,M,Y,P,N,Y,,N,N,Y,Y,N,FNSU,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,247,6/11/20,65,65,65,0,0,0,0.625,0,0,0,0
